1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
4.28%,3.92%,3.51%,3.21%,2.72%,2.97%,2.91%,2.89%,2.90%,2.86%,2.80%,2.79%,2.74%,2.72%,2.28%,2.65%,2.70%,2.74%,2.72%,2.63%,2.67%,2.76%,2.64%,2.60%,2.58%,2.59%,2.61%,2.63%,2.80%,2.73%,2.52%
