1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3.97%,3.74%,3.84%,3.41%,3.90%,2.79%,4.17%,3.77%,3.74%,4.50%,4.90%,4.38%,4.09%,3.91%,4.08%,3.41%,3.40%,3.01%,3.06%,3.17%,3.16%,3.26%,3.28%,3.14%,3.04%,3.05%,2.96%,2.96%,3.04%,3.03%,3.03%,2.93%,2.87%,2.79%,2.77%,2.64%,2.53%,2.52%,2.00%,1.86%,1.69%,1.55%,1.50%,1.47%,1.41%,1.39%,1.40%,1.36%,1.32%,1.33%,1.32%,1.27%,1.07%,1.20%,1.17%,1.21%,1.31%,1.27%,1.21%,1.24%,1.19%,1.15%,1.14%,1.15%,1.15%,1.17%,1.26%,1.39%,1.34%
