timestamp,name,free_spaces,max_spaces,occupied_spaces
25102023-1649,Westanlage,217,235,18
31102023-2040,Westanlage,217,235,18
16112023-1759,Westanlage,217,235,18
01112023-1530,Westanlage,217,235,18
02112023-1616,Westanlage,217,235,18
18112023-1355,Westanlage,217,235,18
26102023-1940,Westanlage,217,235,18
01112023-2050,Westanlage,217,235,18
05112023-1350,Westanlage,0,0,0
27102023-1930,Westanlage,217,235,18
31102023-1535,Westanlage,217,235,18
12112023-1150,Westanlage,0,0,0
26102023-1145,Westanlage,217,235,18
10112023-0945,Westanlage,217,235,18
30102023-1016,Westanlage,217,235,18
29102023-1414,Westanlage,0,0,0
07112023-0900,Westanlage,217,235,18
15112023-1835,Westanlage,217,235,18
19112023-1601,Westanlage,0,0,0
06112023-1145,Westanlage,217,235,18
17112023-2050,Westanlage,217,235,18
03112023-1525,Westanlage,217,235,18
31102023-2035,Westanlage,217,235,18
15112023-1150,Westanlage,217,235,18
18112023-0940,Westanlage,217,235,18
25102023-1641,Westanlage,217,235,18
06112023-1920,Westanlage,217,235,18
15112023-1750,Westanlage,217,235,18
17112023-2046,Westanlage,217,235,18
31102023-1105,Westanlage,217,235,18
26102023-1506,Westanlage,217,235,18
28102023-1830,Westanlage,217,235,18
14112023-0931,Westanlage,217,235,18
04112023-1200,Westanlage,217,235,18
11112023-2036,Westanlage,217,235,18
16112023-1744,Westanlage,217,235,18
14112023-1940,Westanlage,217,235,18
12112023-1655,Westanlage,0,0,0
17112023-1210,Westanlage,217,235,18
06112023-1650,Westanlage,217,235,18
15112023-1130,Westanlage,217,235,18
14112023-1835,Westanlage,217,235,18
09112023-1820,Westanlage,217,235,18
03112023-2101,Westanlage,0,0,0
09112023-2001,Westanlage,217,235,18
12112023-1225,Westanlage,0,0,0
10112023-2100,Westanlage,0,0,0
16112023-1441,Westanlage,217,235,18
07112023-1025,Westanlage,217,235,18
27102023-1200,Westanlage,217,235,18
31102023-0949,Westanlage,217,235,18
13112023-1750,Westanlage,217,235,18
02112023-1425,Westanlage,217,235,18
11112023-1635,Westanlage,217,235,18
08112023-1835,Westanlage,217,235,18
31102023-1131,Westanlage,217,235,18
02112023-0936,Westanlage,217,235,18
27102023-1945,Westanlage,217,235,18
26102023-0936,Westanlage,217,235,18
17112023-1626,Westanlage,217,235,18
10112023-1831,Westanlage,217,235,18
07112023-0930,Westanlage,217,235,18
07112023-1835,Westanlage,217,235,18
28102023-1535,Westanlage,217,235,18
09112023-1431,Westanlage,217,235,18
18112023-1929,Westanlage,217,235,18
11112023-1600,Westanlage,217,235,18
10112023-1750,Westanlage,217,235,18
05112023-1046,Westanlage,0,0,0
19112023-1000,Westanlage,0,0,0
19112023-1214,Westanlage,0,0,0
07112023-1050,Westanlage,217,235,18
05112023-0946,Westanlage,0,0,0
11112023-1846,Westanlage,217,235,18
01112023-1150,Westanlage,217,235,18
04112023-1230,Westanlage,217,235,18
17112023-1815,Westanlage,217,235,18
03112023-0949,Westanlage,217,235,18
08112023-1250,Westanlage,217,235,18
27102023-1129,Westanlage,217,235,18
29102023-1130,Westanlage,0,0,0
18112023-1850,Westanlage,217,235,18
08112023-1100,Westanlage,217,235,18
09112023-1640,Westanlage,217,235,18
15112023-1055,Westanlage,217,235,18
03112023-0909,Westanlage,217,235,18
13112023-1644,Westanlage,217,235,18
15112023-1349,Westanlage,217,235,18
20112023-2019,Westanlage,217,235,18
31102023-1934,Westanlage,217,235,18
18112023-1246,Westanlage,217,235,18
18112023-1636,Westanlage,217,235,18
16112023-1140,Westanlage,217,235,18
13112023-0946,Westanlage,217,235,18
14112023-1440,Westanlage,217,235,18
01112023-1001,Westanlage,217,235,18
29102023-1046,Westanlage,0,0,0
30102023-2026,Westanlage,217,235,18
05112023-1130,Westanlage,0,0,0
04112023-1026,Westanlage,217,235,18
07112023-1030,Westanlage,217,235,18
31102023-1020,Westanlage,217,235,18
09112023-1600,Westanlage,217,235,18
17112023-1105,Westanlage,217,235,18
30102023-1454,Westanlage,217,235,18
12112023-1205,Westanlage,0,0,0
26102023-1850,Westanlage,217,235,18
30102023-1849,Westanlage,217,235,18
15112023-1645,Westanlage,217,235,18
09112023-1050,Westanlage,217,235,18
11112023-1725,Westanlage,217,235,18
06112023-1925,Westanlage,217,235,18
13112023-1340,Westanlage,217,235,18
04112023-1150,Westanlage,217,235,18
15112023-1635,Westanlage,217,235,18
17112023-1616,Westanlage,217,235,18
04112023-2005,Westanlage,217,235,18
18112023-1335,Westanlage,217,235,18
07112023-1645,Westanlage,217,235,18
02112023-0951,Westanlage,217,235,18
18112023-0935,Westanlage,217,235,18
05112023-1615,Westanlage,0,0,0
15112023-1630,Westanlage,217,235,18
16112023-1040,Westanlage,217,235,18
17112023-1535,Westanlage,217,235,18
17112023-1829,Westanlage,217,235,18
13112023-1815,Westanlage,217,235,18
04112023-1216,Westanlage,217,235,18
13112023-0925,Westanlage,217,235,18
12112023-1115,Westanlage,0,0,0
27102023-1036,Westanlage,217,235,18
15112023-1145,Westanlage,217,235,18
17112023-0900,Westanlage,217,235,18
03112023-1159,Westanlage,217,235,18
02112023-1940,Westanlage,217,235,18
10112023-1745,Westanlage,217,235,18
02112023-1731,Westanlage,217,235,18
01112023-0900,Westanlage,217,235,18
19112023-0859,Westanlage,0,0,0
12112023-1941,Westanlage,0,0,0
30102023-1406,Westanlage,217,235,18
28102023-1410,Westanlage,217,235,18
07112023-1235,Westanlage,217,235,18
12112023-1916,Westanlage,0,0,0
08112023-1205,Westanlage,217,235,18
12112023-2045,Westanlage,0,0,0
03112023-1210,Westanlage,217,235,18
17112023-1219,Westanlage,217,235,18
07112023-1630,Westanlage,217,235,18
11112023-1951,Westanlage,217,235,18
06112023-1205,Westanlage,217,235,18
14112023-1314,Westanlage,217,235,18
18112023-1526,Westanlage,217,235,18
26102023-1539,Westanlage,217,235,18
04112023-1735,Westanlage,217,235,18
13112023-1845,Westanlage,217,235,18
05112023-1040,Westanlage,0,0,0
09112023-1840,Westanlage,217,235,18
01112023-1425,Westanlage,217,235,18
11112023-1244,Westanlage,217,235,18
31102023-1141,Westanlage,217,235,18
03112023-1009,Westanlage,217,235,18
14112023-1620,Westanlage,217,235,18
29102023-1939,Westanlage,0,0,0
19112023-1645,Westanlage,0,0,0
14112023-1445,Westanlage,217,235,18
27102023-1921,Westanlage,217,235,18
19112023-1219,Westanlage,0,0,0
07112023-2020,Westanlage,217,235,18
31102023-1805,Westanlage,217,235,18
20112023-1941,Westanlage,217,235,18
12112023-1815,Westanlage,0,0,0
04112023-1450,Westanlage,217,235,18
08112023-1920,Westanlage,217,235,18
10112023-0859,Westanlage,217,235,18
07112023-1930,Westanlage,217,235,18
01112023-1415,Westanlage,217,235,18
19112023-1805,Westanlage,0,0,0
15112023-1945,Westanlage,217,235,18
14112023-1730,Westanlage,217,235,18
14112023-1750,Westanlage,217,235,18
04112023-1520,Westanlage,217,235,18
13112023-1905,Westanlage,217,235,18
03112023-1405,Westanlage,217,235,18
07112023-1009,Westanlage,217,235,18
04112023-1036,Westanlage,217,235,18
11112023-2015,Westanlage,217,235,18
05112023-2020,Westanlage,0,0,0
27102023-2051,Westanlage,217,235,18
30102023-1240,Westanlage,217,235,18
06112023-1306,Westanlage,217,235,18
31102023-1316,Westanlage,217,235,18
02112023-1746,Westanlage,217,235,18
11112023-1619,Westanlage,217,235,18
28102023-1900,Westanlage,217,235,18
19112023-1816,Westanlage,0,0,0
09112023-1635,Westanlage,217,235,18
12112023-1825,Westanlage,0,0,0
18112023-1955,Westanlage,217,235,18
12112023-1630,Westanlage,0,0,0
30102023-1220,Westanlage,217,235,18
09112023-1030,Westanlage,217,235,18
29102023-1836,Westanlage,0,0,0
16112023-1639,Westanlage,217,235,18
11112023-1735,Westanlage,217,235,18
08112023-1515,Westanlage,217,235,18
28102023-1850,Westanlage,217,235,18
07112023-1130,Westanlage,217,235,18
13112023-1016,Westanlage,217,235,18
12112023-1235,Westanlage,0,0,0
16112023-1105,Westanlage,217,235,18
08112023-1531,Westanlage,217,235,18
16112023-1840,Westanlage,217,235,18
27102023-0905,Westanlage,217,235,18
12112023-1134,Westanlage,0,0,0
17112023-1540,Westanlage,217,235,18
11112023-2051,Westanlage,217,235,18
26102023-1724,Westanlage,217,235,18
12112023-1005,Westanlage,0,0,0
09112023-1025,Westanlage,217,235,18
29102023-1540,Westanlage,0,0,0
18112023-2016,Westanlage,217,235,18
18112023-1701,Westanlage,217,235,18
15112023-2015,Westanlage,217,235,18
29102023-1016,Westanlage,0,0,0
02112023-0930,Westanlage,217,235,18
03112023-1550,Westanlage,217,235,18
01112023-1844,Westanlage,217,235,18
20112023-1750,Westanlage,217,235,18
17112023-1230,Westanlage,217,235,18
26102023-1041,Westanlage,217,235,18
13112023-1444,Westanlage,217,235,18
15112023-1445,Westanlage,217,235,18
09112023-0934,Westanlage,217,235,18
06112023-1625,Westanlage,217,235,18
14112023-1040,Westanlage,217,235,18
27102023-1620,Westanlage,217,235,18
11112023-1155,Westanlage,217,235,18
19112023-1701,Westanlage,0,0,0
29102023-1021,Westanlage,0,0,0
06112023-1240,Westanlage,217,235,18
29102023-0935,Westanlage,0,0,0
07112023-1421,Westanlage,217,235,18
07112023-0950,Westanlage,217,235,18
04112023-0925,Westanlage,217,235,18
26102023-0926,Westanlage,217,235,18
12112023-1624,Westanlage,0,0,0
29102023-1850,Westanlage,0,0,0
26102023-2046,Westanlage,217,235,18
09112023-1235,Westanlage,217,235,18
04112023-1935,Westanlage,217,235,18
14112023-1540,Westanlage,217,235,18
09112023-1220,Westanlage,217,235,18
19112023-1944,Westanlage,0,0,0
