timestamp,name,free_spaces,max_spaces,occupied_spaces
02112023-1250,Liebig-Center,234,250,16
06112023-1030,Liebig-Center,237,250,13
25102023-1931,Liebig-Center,243,250,7
20112023-1045,Liebig-Center,223,250,27
31102023-2100,Liebig-Center,0,0,0
16112023-1940,Liebig-Center,238,250,12
06112023-1945,Liebig-Center,243,250,7
17112023-1849,Liebig-Center,235,250,15
03112023-1424,Liebig-Center,240,250,10
03112023-1124,Liebig-Center,241,250,9
16112023-2000,Liebig-Center,239,250,11
30102023-1336,Liebig-Center,239,250,11
26102023-1415,Liebig-Center,242,250,8
25102023-1735,Liebig-Center,242,250,8
01112023-1045,Liebig-Center,236,250,14
31102023-1556,Liebig-Center,238,250,12
13112023-1954,Liebig-Center,243,250,7
04112023-1530,Liebig-Center,239,250,11
28102023-1451,Liebig-Center,243,250,7
29102023-0956,Liebig-Center,244,250,6
04112023-1131,Liebig-Center,242,250,8
29102023-1944,Liebig-Center,246,250,4
02112023-1044,Liebig-Center,231,250,19
30102023-1519,Liebig-Center,243,250,7
29102023-1535,Liebig-Center,241,250,9
06112023-1141,Liebig-Center,240,250,10
16112023-1920,Liebig-Center,238,250,12
04112023-1031,Liebig-Center,242,250,8
31102023-1335,Liebig-Center,238,250,12
19112023-2040,Liebig-Center,242,250,8
31102023-1046,Liebig-Center,240,250,10
18112023-1214,Liebig-Center,233,250,17
28102023-1626,Liebig-Center,242,250,8
20112023-1730,Liebig-Center,237,250,13
09112023-1550,Liebig-Center,242,250,8
08112023-1641,Liebig-Center,237,250,13
27102023-0931,Liebig-Center,243,250,7
07112023-1640,Liebig-Center,238,250,12
03112023-1036,Liebig-Center,241,250,9
08112023-1525,Liebig-Center,234,250,16
10112023-1059,Liebig-Center,240,250,10
27102023-2025,Liebig-Center,244,250,6
26102023-0920,Liebig-Center,242,250,8
26102023-1340,Liebig-Center,244,250,6
05112023-1815,Liebig-Center,242,250,8
12112023-1811,Liebig-Center,244,250,6
