timestamp,name,free_spaces,max_spaces,occupied_spaces
14112023-2005,Am Bahnhof,162,242,80
10112023-1800,Am Bahnhof,173,242,69
26102023-2041,Am Bahnhof,183,242,59
06112023-1045,Am Bahnhof,167,242,75
31102023-1950,Am Bahnhof,218,242,24
11112023-1130,Am Bahnhof,167,242,75
08112023-2015,Am Bahnhof,196,242,46
20112023-1240,Am Bahnhof,169,242,73
02112023-1826,Am Bahnhof,203,242,39
14112023-1816,Am Bahnhof,170,242,72
11112023-1525,Am Bahnhof,149,242,93
15112023-1936,Am Bahnhof,182,242,60
02112023-1435,Am Bahnhof,159,242,83
09112023-1240,Am Bahnhof,152,242,90
18112023-1431,Am Bahnhof,140,242,102
04112023-1235,Am Bahnhof,163,242,79
06112023-1815,Am Bahnhof,209,242,33
20112023-1414,Am Bahnhof,158,242,84
13112023-1540,Am Bahnhof,181,242,61
05112023-1950,Am Bahnhof,199,242,43
19112023-2025,Am Bahnhof,218,242,24
05112023-1650,Am Bahnhof,173,242,69
01112023-2010,Am Bahnhof,203,242,39
31102023-1650,Am Bahnhof,188,242,54
05112023-1105,Am Bahnhof,164,242,78
20112023-1840,Am Bahnhof,204,242,38
08112023-1230,Am Bahnhof,168,242,74
29102023-0906,Am Bahnhof,199,242,43
11112023-2040,Am Bahnhof,159,242,83
25102023-2046,Am Bahnhof,199,242,43
11112023-1820,Am Bahnhof,173,242,69
03112023-1145,Am Bahnhof,169,242,73
25102023-1649,Am Bahnhof,152,242,90
31102023-2040,Am Bahnhof,216,242,26
16112023-1759,Am Bahnhof,198,242,44
01112023-1530,Am Bahnhof,151,242,91
02112023-1616,Am Bahnhof,173,242,69
18112023-1355,Am Bahnhof,151,242,91
26102023-1940,Am Bahnhof,179,242,63
01112023-2050,Am Bahnhof,208,242,34
05112023-1350,Am Bahnhof,135,242,107
27102023-1930,Am Bahnhof,170,242,72
31102023-1535,Am Bahnhof,169,242,73
12112023-1150,Am Bahnhof,149,242,93
26102023-1145,Am Bahnhof,91,242,151
10112023-0945,Am Bahnhof,162,242,80
30102023-1016,Am Bahnhof,171,242,71
29102023-1414,Am Bahnhof,136,242,106
07112023-0900,Am Bahnhof,168,242,74
15112023-1835,Am Bahnhof,179,242,63
19112023-1601,Am Bahnhof,178,242,64
06112023-1145,Am Bahnhof,165,242,77
17112023-2050,Am Bahnhof,150,242,92
03112023-1525,Am Bahnhof,166,242,76
31102023-2035,Am Bahnhof,216,242,26
15112023-1150,Am Bahnhof,141,242,101
18112023-0940,Am Bahnhof,197,242,45
25102023-1641,Am Bahnhof,150,242,92
06112023-1920,Am Bahnhof,209,242,33
15112023-1750,Am Bahnhof,175,242,67
17112023-2046,Am Bahnhof,150,242,92
31102023-1105,Am Bahnhof,152,242,90
26102023-1506,Am Bahnhof,91,242,151
28102023-1830,Am Bahnhof,169,242,73
14112023-0931,Am Bahnhof,135,242,107
04112023-1200,Am Bahnhof,163,242,79
11112023-2036,Am Bahnhof,158,242,84
16112023-1744,Am Bahnhof,198,242,44
14112023-1940,Am Bahnhof,164,242,78
12112023-1655,Am Bahnhof,170,242,72
17112023-1210,Am Bahnhof,165,242,77
06112023-1650,Am Bahnhof,203,242,39
15112023-1130,Am Bahnhof,137,242,105
14112023-1835,Am Bahnhof,171,242,71
09112023-1820,Am Bahnhof,177,242,65
03112023-2101,Am Bahnhof,173,242,69
09112023-2001,Am Bahnhof,187,242,55
12112023-1225,Am Bahnhof,145,242,97
10112023-2100,Am Bahnhof,174,242,68
16112023-1441,Am Bahnhof,163,242,79
07112023-1025,Am Bahnhof,160,242,82
27102023-1200,Am Bahnhof,110,242,132
