timestamp,name,free_spaces,max_spaces,occupied_spaces
14112023-1750,Karstadt,568,695,127
04112023-1520,Karstadt,382,695,313
13112023-1905,Karstadt,641,695,54
03112023-1405,Karstadt,518,695,177
07112023-1009,Karstadt,544,695,151
04112023-1036,Karstadt,514,695,181
11112023-2015,Karstadt,0,0,0
05112023-2020,Karstadt,0,0,0
27102023-2051,Karstadt,0,0,0
30102023-1240,Karstadt,483,695,212
06112023-1306,Karstadt,492,695,203
31102023-1316,Karstadt,515,695,180
02112023-1746,Karstadt,585,695,110
11112023-1619,Karstadt,418,695,277
28102023-1900,Karstadt,0,0,0
19112023-1816,Karstadt,0,0,0
09112023-1635,Karstadt,524,695,171
12112023-1825,Karstadt,0,0,0
18112023-1955,Karstadt,0,0,0
12112023-1630,Karstadt,0,0,0
30102023-1220,Karstadt,476,695,219
09112023-1030,Karstadt,488,695,207
29102023-1836,Karstadt,0,0,0
16112023-1639,Karstadt,510,695,185
11112023-1735,Karstadt,509,695,186
08112023-1515,Karstadt,499,695,196
28102023-1850,Karstadt,0,0,0
07112023-1130,Karstadt,479,695,216
13112023-1016,Karstadt,513,695,182
12112023-1235,Karstadt,0,0,0
16112023-1105,Karstadt,456,695,239
08112023-1531,Karstadt,517,695,178
16112023-1840,Karstadt,615,695,80
27102023-0905,Karstadt,558,695,137
12112023-1134,Karstadt,0,0,0
17112023-1540,Karstadt,506,695,189
11112023-2051,Karstadt,0,0,0
26102023-1724,Karstadt,462,695,233
12112023-1005,Karstadt,0,0,0
09112023-1025,Karstadt,493,695,202
29102023-1540,Karstadt,0,0,0
18112023-2016,Karstadt,0,0,0
18112023-1701,Karstadt,451,695,244
15112023-2015,Karstadt,0,0,0
29102023-1016,Karstadt,0,0,0
02112023-0930,Karstadt,612,695,83
03112023-1550,Karstadt,505,695,190
01112023-1844,Karstadt,623,695,72
20112023-1750,Karstadt,540,695,155
17112023-1230,Karstadt,446,695,249
26102023-1041,Karstadt,419,695,276
13112023-1444,Karstadt,492,695,203
15112023-1445,Karstadt,482,695,213
09112023-0934,Karstadt,584,695,111
06112023-1625,Karstadt,523,695,172
14112023-1040,Karstadt,493,695,202
27102023-1620,Karstadt,409,695,286
11112023-1155,Karstadt,387,695,308
19112023-1701,Karstadt,0,0,0
29102023-1021,Karstadt,0,0,0
06112023-1240,Karstadt,489,695,206
29102023-0935,Karstadt,0,0,0
07112023-1421,Karstadt,496,695,199
07112023-0950,Karstadt,570,695,125
04112023-0925,Karstadt,642,695,53
26102023-0926,Karstadt,536,695,159
12112023-1624,Karstadt,0,0,0
29102023-1850,Karstadt,0,0,0
26102023-2046,Karstadt,0,0,0
09112023-1235,Karstadt,444,695,251
04112023-1935,Karstadt,0,0,0
14112023-1540,Karstadt,475,695,220
09112023-1220,Karstadt,439,695,256
19112023-1944,Karstadt,0,0,0
18112023-1835,Karstadt,0,0,0
18112023-1945,Karstadt,0,0,0
05112023-1146,Karstadt,0,0,0
01112023-1221,Karstadt,417,695,278
16112023-2031,Karstadt,0,0,0
14112023-1840,Karstadt,613,695,82
01112023-1124,Karstadt,428,695,267
06112023-1840,Karstadt,640,695,55
13112023-1450,Karstadt,489,695,206
10112023-1340,Karstadt,505,695,190
02112023-1706,Karstadt,544,695,151
13112023-1835,Karstadt,620,695,75
03112023-1050,Karstadt,509,695,186
03112023-1024,Karstadt,533,695,162
13112023-1840,Karstadt,623,695,72
15112023-2020,Karstadt,0,0,0
31102023-1820,Karstadt,641,695,54
04112023-1535,Karstadt,404,695,291
31102023-1745,Karstadt,608,695,87
09112023-1946,Karstadt,0,0,0
14112023-1720,Karstadt,542,695,153
15112023-1950,Karstadt,0,0,0
26102023-1335,Karstadt,373,695,322
25102023-2100,Karstadt,0,0,0
31102023-0925,Karstadt,612,695,83
06112023-2014,Karstadt,0,0,0
24102023-1950,Karstadt,0,0,0
18112023-1651,Karstadt,429,695,266
06112023-1229,Karstadt,485,695,210
27102023-1031,Karstadt,455,695,240
01112023-2025,Karstadt,0,0,0
12112023-1529,Karstadt,0,0,0
06112023-1930,Karstadt,0,0,0
20112023-1035,Karstadt,480,695,215
28102023-1140,Karstadt,397,695,298
10112023-1516,Karstadt,506,695,189
